,likes,media/0/__typename,media/0/ocrText,shares,text,time_x,viewsCount,PID,index,id,time_y,comment,name
10,458,Photo,"May be an image of 1 person, temple, statue and text",25,"ఈ రోజు(06-07-2023) పెద్దపప్పూరు మండలం వరదాయపల్లి గ్రామం నందు నూతనంగా ఏర్పాటు చేసిన దివంగత మహానేత డాక్టర్ వైఎస్. రాజశేఖర్ రెడ్డి గారి విగ్రహాన్ని ఆవిష్కరించిన ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు......

#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-07-06T10:16:51.000Z,,pfbid0ZtYATm6TXARgWE5cnjwQtw45WmJYjGuTRUk44AS3jmeCJfvUgV84K5rHv8ghp4vvl,pfbid0ZtYATm6TXARgWE5cnjwQtw45WmJYjGuTRUk44AS3jmeCJfvUgV84K5rHv8ghp4vvl,"['591096216256008', '760686999088307', '7279277598765626', '132147109909653', '784749733137654', '648592753848737', '230293229875792', '199426853091979']","[None, datetime.datetime(2023, 7, 8, 0, 0), None, None, datetime.datetime(2023, 7, 6, 0, 0), datetime.datetime(2023, 7, 6, 0, 0), None, None]","['Vijaya Bhaskar', '🙏Johar Y S Raja sekar Reddy garu Johar', 'Vijaya Bhaskar', 'Vijaya Bhaskar', 'G Sairam', 'G Sairam', 'Venkatarami Reddy Komali', 'Mastan Shaik']","['Vijaya Bhaskar', 'Munagapati Rangarao', 'Vijaya Bhaskar', 'Vijaya Bhaskar', 'G Sairam', 'G Sairam', 'Venkatarami Reddy Komali', 'Mastan Shaik']"
11,237,Photo,"May be an image of 5 people, people standing, plant and text",16,"*ఈ రోజు (05-07-2023)""గడప గడపకు మన ప్రభుత్వం"" కార్యక్రమాన్ని  తాడిపత్రి పట్టణ పరిధిలోని 12వ వార్డ్ నందు నిర్వహిస్తూ ప్రజలకు ప్రభుత్వం నుంచి అందుతున్న పథకాలను, రాష్ట్రం నందు జరుగుతున్న అభివృద్ధిని వివరించడంతో పాటుగా,  వారి సమస్యలను తెలుసుకుంటున్న ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు*.......

#GadapaGadapakuManaPrabhuthvam
#CMYSJagan #Navaratnalu
#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-07-05T13:36:51.000Z,,pfbid0JqWhksPByKsBH9gS8JFV3Q7mCLigsJu15Ce2Dyz1Mvtis3YWpKRLn11rvUgmUfq4l,pfbid0JqWhksPByKsBH9gS8JFV3Q7mCLigsJu15Ce2Dyz1Mvtis3YWpKRLn11rvUgmUfq4l,"['296625586117901', '324573289896182', '1396514397559455', '682221540407372', '138892749188006']","[None, None, None, None, None]","['Good job MLA sir 🎉', 'G Sairam', 'Mastan Shaik', 'Good job MLA sir', '🚨 𝐆𝐄𝐓 𝐅𝐑𝐄𝐄 𝐁𝐎𝐎𝐊 📚\n𝐅𝐑𝐄𝐄 𝐅𝐑𝐄𝐄 𝐅𝐑𝐄𝐄\nమీకు తెలుసా ?\n• పూర్ణ పరమాత్మ ఎవరు?\n• మానవ జీవనం యొక్క వాస్తవిక ఉద్దేశ్యం ఏమిటి?\n• మనం పూజలు చేస్తున కూడ ఎందుకు బాధల్లో ఉన్నాము?\n\nతెలుసుకోవడానికి\nఇప్పుడే ఆర్డర్ చేయండి "". జ్ఞాన గంగా"" పుస్తకం పూర్తిగా ఉచితం.\n\nఈ లింక్ పైన క్లిక్ చేసి ఆర్డర్ చేయగలరు.\n⬇️𝐎𝐑𝐃𝐄𝐑 𝐍𝐎𝐖⬇️\nhttps://\ndocs.google.com/\nforms/d/e/\n1FAIpQLScJjUnbT9\nwkSvWwqCtoawMJK\nMGRczLo6scZDaIS\n8voRtB1kgQ/\nviewform?usp=sf_\nlink\n\n• కోట్లాది మంది చదివారు, మీరు కూడా ఆర్డర్ చేయండి... పూర్తిగా ఉచితం!\n• భగవంతుని దయవల్ల కేవలం 30 రోజుల లోపు పుస్తకం అందజేయబడుతుంది\n🙏🏻🙏🏻 ధన్యవాదాలు 🙏🏻🙏🏻']","['Baba P', 'G Sairam', 'Mastan Shaik', 'Jeelani B', 'Vijay Wadgeri']"
12,416,Video,,46,#KethireddyPeddareddyMLA #PeddaReddyMLA #KethireddyPeddareddy #TadipatriMLA #tadipatri #YSRCP #YSJagan #cmysjagan #KethireddySaiPrathapReddy #KethireddyHarshaVardhanReddy #HarshaVardhanReddy #AndhraPradesh #AdminPost,2023-07-05T12:32:52.000Z,33245.0,pfbid02ZYzHUG6dubuZhrfje1FJnEMbaJd5S7pwciLRNVo2RjyhjehzsjZo36Hyjev6nYwMl,pfbid02ZYzHUG6dubuZhrfje1FJnEMbaJd5S7pwciLRNVo2RjyhjehzsjZo36Hyjev6nYwMl,"['1320556285231662', '990111635513908', '211079444806297']","[datetime.datetime(2023, 7, 7, 0, 0), datetime.datetime(2023, 7, 7, 0, 0), datetime.datetime(2023, 7, 6, 0, 0)]","['Rajendra Prasad Mullapudi', '😀', 'Talari Veeranji']","['Rajendra Prasad Mullapudi', 'Mandla Nagaraju', 'Talari Veeranji']"
13,217,Photo,May be an image of 8 people and plant,4,"ఈ రోజు(05-07-2023)తాడిపత్రి రూరల్ మండలం సజ్జలదిన్నె గ్రామ సమీపం( పాత బ్రిడ్జ్ దగ్గర)  నందు నూతనంగా నిర్మిస్తున్న పార్కును ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు పరిశీలించారు. ఈ సందర్భంగా ఆయన పార్కు నందు జరుగుతున్న పనుల వివరాలను అడిగి తెలుసుకున్నారు. పార్క్ కు వచ్చే ప్రజలకు ఎలాంటి ఇబ్బందులు లేకుండా అన్ని సదుపాయాలు అందుబాటులో ఉండేలా చూడాలని ఆయన కాంట్రాక్టర్ కు సూచించారు.ఈ నెల 8వ తేదీన దివంగత మహానేత డా. వైఎస్.రాజశేఖర్ రెడ్డి గారి జయంతిని పురస్కరించుకుని నూతనంగా నిర్మించిన పార్కును ప్రారంభించి, పార్కు నందు ఏర్పాటు చేసిన దివంగత మహానేత డా.వైఎస్.రాజశేఖర్ రెడ్డి గారి విగ్రహాన్ని ఎమ్మెల్యే గారు ఆవిష్కరించనున్నారు.

#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-07-05T10:07:23.000Z,,pfbid02trihNDPtUyY99nC4ioN5LbDNQPCAZzfZhQ79JYpjFMMykut6e2sWweN83Z89PyP8l,pfbid02trihNDPtUyY99nC4ioN5LbDNQPCAZzfZhQ79JYpjFMMykut6e2sWweN83Z89PyP8l,['221373210323816'],[None],['Mastan Shaik'],['Mastan Shaik']
14,97,Photo,"May be an image of 7 people, plant, dais and text",6,"*ఈ రోజు(05-07-2023)తాడిపత్రి పట్టణ పరిధిలోని నందలపాడు-1 వార్డ్ సచివాలయం వద్ద నిర్వహించిన జగనన్న సురక్ష కార్యక్రమంలో పాల్గొని, జగనన్న సురక్ష కార్యక్రమం ద్వారా అర్హులైన వారికి వారు దరఖాస్తు చేసుకున్న అర్హత పత్రాలను అందజేసిన ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు*.......

#JaganannaSuraksha 
#YSRCPAgain2024
#GadapaGadapakuManaPrabhuthvam
#CMYSJagan #Navaratnalu
#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-07-05T08:51:57.000Z,,pfbid025SvDjEvZ4nG7cS13MqSJWFWa3K7A1aRK1766z4EvQauzecFPzJAh5qmKA6VG1nSjl,pfbid025SvDjEvZ4nG7cS13MqSJWFWa3K7A1aRK1766z4EvQauzecFPzJAh5qmKA6VG1nSjl,"['657422552908996', '664717775022098']","[None, None]","['https://\nyoutu.be/\nA4noZDczNqU', 'Mastan Shaik']","['M Krishna', 'Mastan Shaik']"
15,358,Photo,"May be an image of 1 person, temple and text",6,"ఈ రోజు (04-07-2023) యాడికి పట్టణం నందు వెలసిన శ్రీ షిరిడి సాయినాధుని ఆలయాన్ని సందర్శించి, ఆలయంలో నిర్వహించిన ప్రత్యేక పూజ కార్యక్రమాల్లో పాల్గొన్న ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు.......

#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-07-04T10:15:23.000Z,,pfbid09XU8MSaZM194NivLxmbV69JfJqXBwFVyxmvHVwSbboFx37J8kor4b5dZeNw6nF1Xl,pfbid09XU8MSaZM194NivLxmbV69JfJqXBwFVyxmvHVwSbboFx37J8kor4b5dZeNw6nF1Xl,"['1197347427625212', '269285745689425', '810410983855972', '650882063587089', '1627947257701089']","[None, None, None, None, datetime.datetime(2023, 7, 4, 0, 0)]","['Shabir Shaik', 'Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir happy sir good sir', 'Shabir Shaik', 'Shabir Shaik', 'Parimi Chinna Venkatanaidu']","['Shabir Shaik', 'Shabir Shaik', 'Shabir Shaik', 'Shabir Shaik', 'Parimi Chinna Venkatanaidu']"
16,351,Photo,"May be an image of 8 people, banner, plant, dais, temple and text that says ""జగనన్న సురక్ష B 04 -07-2023 సచివాలయము CHINNAPOLAMADA తాడిపత్రి మం...""",10,"ఈ రోజు(04-07-2023)తాడిపత్రి రూరల్ మండలం చిన్నపొడమల, యాడికి మండలం కమలపాడు గ్రామాలలోని గ్రామ సచివాలయంల వద్ద నిర్వహించిన జగనన్న సురక్ష కార్యక్రమం లో పాల్గొని, జగనన్న సురక్ష కార్యక్రమం ద్వారా అర్హులైన వారికి వారు దరఖాస్తు చేసుకున్న అర్హత పత్రాలను అందజేసిన ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు.......

#JaganannaSuraksha 
#YSRCPAgain2024
#GadapaGadapakuManaPrabhuthvam
#CMYSJagan #Navaratnalu
#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-07-04T09:59:58.000Z,,pfbid02Qi8wpXrzHVMLryew3q8JMm2ujMXLfhAe4nwrxVTV32pPKa3mVuE9M5hbCjWBv2MJl,pfbid02Qi8wpXrzHVMLryew3q8JMm2ujMXLfhAe4nwrxVTV32pPKa3mVuE9M5hbCjWBv2MJl,"['245641834885778', '3441274119471778', '306224095080173', '3506239879589880', '239960388829297', '951584482776248']","[None, None, None, None, datetime.datetime(2023, 7, 4, 0, 0), None]","['💪జై పెద్ద రెడ్డి అన్న', 'Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir happy sir Super sir AP CM andhra Pradesh CM sir good morning sir very good sir good sir l love lndian good sir', 'Shabir Shaik', 'Shabir Shaik', 'Jagan on Chandrababu and Pawan | కుప్పంలో కూడా బైబై బాబు.. పవన్ పై జగన్ పంచులు\n\nhttps://\nwww.youtube.com/\nwatch?v=ukqAPz5L\no3U', 'Shabir Shaik']","['Midde Trinath', 'Shabir Shaik', 'Shabir Shaik', 'Shabir Shaik', 'M Krishna', 'Shabir Shaik']"
17,561,Photo,"May be an image of 4 people, poster and text that says 'மනන సాయుధ పోరాట యోధుడు, మన్యం విప్లవ వీరుడు, అగ్గిపిడుగు అల్లూరి సీతారామరాజు గారి జయంతి సందర్బంగా వారికి ఇవే మా ఘన నివాళులు keai కేతిరెడ్డి పెద్దారెడ్డి, తాడిపత్రి నియోజకవర్గ శాసనసభ్యులు'",16,"సాయుధ పోరాట యోధుడు, మన్యం విప్లవ వీరుడు, అగ్గిపిడుగు అల్లూరి సీతారామరాజు గారి జయంతి సందర్భంగా వారికి ఇవే మా ఘన నివాళులు

#KethireddyPeddareddyMLA #PeddaReddyMLA #KethireddyPeddareddy #TadipatriMLA #tadipatri #KethireddyHarshaVardhanReddy #KethireddySaiPrathapReddy #AndhraPradesh  #YSJagan #cmysjagan #YSRCP #YSJaganAgainIn2024",2023-07-04T03:10:31.000Z,,pfbid0uK9dUUwWaUxRXQ7n25EeXGPGDVoqdBK4gb5AMHBQx8Lqbb2NysqJCFRd9FKrY4w5l,pfbid0uK9dUUwWaUxRXQ7n25EeXGPGDVoqdBK4gb5AMHBQx8Lqbb2NysqJCFRd9FKrY4w5l,"['1425070761560603', '298292999232177', '3648898262033699', '682310850392223', '1316680062532324']","[datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), None, None]","['Parimi Chinna Venkatanaidu', 'G Sairam', 'G Sairam', 'Shabir Shaik', 'Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir happy sir good sir']","['Parimi Chinna Venkatanaidu', 'G Sairam', 'G Sairam', 'Shabir Shaik', 'Shabir Shaik']"
18,154,Photo,May be an image of temple and text,7,"ఈ రోజు (03-07-2023) గురుపౌర్ణమి సందర్భంగా తాడిపత్రి పట్టణ పరిధి లోని సాయి బాబా ఆలయం, శ్రీ బుగ్గ రామలింగేశ్వర స్వామి వారి ఆలయం, టైలర్స్ కాలనీ, పెద్ద పప్పూరు మండల కేంద్రం లోని సాయి బాబా ఆలయాలను సందర్శించి, స్వామి వార్లకు ప్రత్యేక పూజా కార్యక్రమాలు నిర్వహించిన ఎమ్మెల్యే శ్రీ కేతిరెడ్డి పెద్దారెడ్డి గారు........

#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-07-03T08:58:02.000Z,,pfbid0287fmARPCZkFGpkB3ZabQmRE5S2TFJn1xs6657CzNxdtMtfTi3DFjkwvEPfVwAr4vl,pfbid0287fmARPCZkFGpkB3ZabQmRE5S2TFJn1xs6657CzNxdtMtfTi3DFjkwvEPfVwAr4vl,"['942024386879787', '1255686748645654', '257445260233435', '1283916672488196', '728347215715495']","[datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0)]","['Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you sir good morning sir very good sir happy sir', 'Narisigolla Krishnaiah']","['Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Mastan Shaik', 'Narisigolla Krishnaiah']"
19,562,Photo,"May be an image of 2 people, slow loris, clothes iron, blanket, mattress, hospital, bedroom and text",22,"ఈ రోజు(03-07-2023)తాడిపత్రి పట్టణ సిఐ ఆనందరావు తాడిపత్రి పట్టణం లోని తన నివాసం నందు  ఆత్మహత్య చేసుకుని మృతి చెందారు. దీంతో విషయం తెలుసుకున్న ఎమ్మెల్యే కేతిరెడ్డి పెద్దారెడ్డి గారు ఈ రోజు తెల్లవారుజామున సిఐ ఆనందరావు ఇంటి వద్దకు చేరుకుని, ఆయన మృత దేహానికి నివాళులర్పించిన, కుటుంబ సభ్యులకు తన ప్రగాఢ సానుభూతి తెలిపారు.

#KethireddyPeddareddyMLA
#KethireddyHarshaVardhanReddy
#KethireddySaiPrathapReddy
#YSRCP
#Tadipatri
#KethireddyMLA
#TadipatriMLA
#PeddaReddyMLA
#HarshaVardhanReddy
#Adminpost",2023-07-03T07:37:11.000Z,,pfbid077gNN2X32q4fh6NPKAa2VQfzCEJUSy1rLLLc8ofTwAhrgNeAQyKZZcLMN9RybjWJl,pfbid077gNN2X32q4fh6NPKAa2VQfzCEJUSy1rLLLc8ofTwAhrgNeAQyKZZcLMN9RybjWJl,"['6288995177822265', '730893855502369', '2415354001982517', '243230408607999', '1454338608719390', '6347449025290877', '1032012987810101', '986449109203329', '1870788756689358', '6331230363619741', '977406073303413', '288484633569253', '150371741395435', '239092142246157', '301692692292302', '281713441045171', '1412563742644725', '971897587285650', '1265556344321318', '291554706574316', '947924589798013', '225878203711814']","[None, datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0), None, datetime.datetime(2023, 7, 4, 0, 0), datetime.datetime(2023, 7, 4, 0, 0)]","['Rip sir', 'RIP sir', 'Rip', 'RIP sir', 'Rip sir', 'Om shanti', 'Rip', 'Rip sir 😭😭', 'Congratulations\nenjoy salaam Alabama wa Rahmatullah wa Barakatuh thank you 🤲🤲🤲', 'So Sad RIP Sar', 'Rip', 'Rip', 'Rip', 'Rip', 'Rip', 'Rip sir', 'Rip', 'దీనమ్మ జీవితం ఎంది సార్ ఇలా అవుతుంది', 'Rip', 'Naveen Patil', 'Rip', 'Mastan Shaik']","['Mukesh Reddy Aramati', 'Peddireddy Deepak Reddy', 'Mastan Vali', 'Shanmukha Rao Hindu', 'Shaik Babavali', 'Sravan Sripada', 'Satish Kumar Reddy', 'Viswanath Gandla', 'Mastan Shaik', 'Dawood Bombai', 'Mahesh Reddy', 'Chotu Basha Urichintala', 'Aisf Chiranjeevi', 'Golden Raju', 'Sayed Zubair Ahamed', 'Chetandheep Nagamallaiah', 'Onteddu Ramanath Reddy', 'Raja Gopal', 'K Madhusudhan Reddy', 'Naveen Patil', 'Sudhakar Reddy', 'Mastan Shaik']"
